Book,Chapter,Verse,Text
I Thessalonians,5,26,請你們用聖潔的親吻問候過那些所有弟兄們的安。
I Thessalonians,5,27,我正在主面前吩咐你們，讓這封信給那些所有弟兄們宣讀出來。
I Thessalonians,5,28,這恩典正是我們主耶穌基督與你們同在！
II Thessalonians,1,1,保羅與西拉並提摩太寫信給在我們父  神和主耶穌基督裡的帖撒羅尼迦人的教會。
II Thessalonians,1,2,願恩惠與平安從父  神和主耶穌基督臨到你們！
II Thessalonians,1,3,弟兄們啊！我們總是應該常常為你們去感謝  神，正如這正是合宜的，因為你們的信心持續豐盛增長，而且你們所有人的每一個（原文更有力表述）彼此相愛的心也不斷增長滿溢（參帖前3:12）。
II Thessalonians,1,4,以致甚至我們自己在  神那些眾教會裡都要常以你們為榮，是為了你們在所有的迫害以及你們親自在那些眾多患難中不斷忍受所顯出來的堅忍不移（參帖前1:3）和信心穩固（互為因果）。
II Thessalonians,1,5,你們能蒙  神看為配得上  祂的王國，這正是屬乎  神公義審判的明證；而你們也正是為了這國度才受苦的。
II Thessalonians,1,6,既然公義的事是在  神面前，祂必以患難去報應給那些折磨你們的人（參賽66:6；詩137:8），
II Thessalonians,1,7,並使你們這些曾被折磨的人與我們一起同享安息，在主耶穌從天上在祂大能的眾天使陪伴顯現之中，
II Thessalonians,1,8,於火燄中、把報應持續交給那些未曾認識  神的人，就是那些一直不聽從我們主耶穌福音的人（參耶10:25；保羅自創兩個平行語），
II Thessalonians,1,9,他們將必會受刑罰，就是永遠沉淪離開主的面和離開祂權能的榮光，
II Thessalonians,1,10,當祂讓自己臨到的時候，在那日子裡祂能在眾聖徒身上得著榮耀，要在所有那些相信的人當中受到景仰，因為我們向你們所說的證詞已被你們確信了。
II Thessalonians,1,11,為此，我們也總是持續為你們禱告，好讓我們的  神看你們能配得上祂的呼召，並且讓祂有能力地（按文法不是「用大能」之意）成就起你們每一個良善之心志（內在心願）和信心之工作（外在表現）。
II Thessalonians,1,12,以致讓我們主耶穌的名，照著我們的  神並主耶穌基督的恩典，因你們能得著榮耀，你們也因祂得著榮耀。
II Thessalonians,2,1,如今，弟兄們啊！我們正在問你們：關於我們主耶穌基督的來臨以及我們到祂那裡聚集的事，
II Thessalonians,2,2,或許有人說：「主的日子已經顯明了」，無論藉著靈、抑藉著言語，還是藉著似乎出於我們的書信，你們的心思被搖動以致立刻就失去理智的判斷，也不要一直被這些事所煩擾。
II Thessalonians,2,3,不要讓任何人按任何方法欺騙起你們來，因為那日子來到以前，必定先有背叛的事，而且，那不法的人（# v.8），就是那個滅亡之子，就會出現。
II Thessalonians,2,4,那位抵擋的和高抬自己的在每一位所謂（參弗2:11）「神」或受敬拜的對象之上，以致他自己要進入  神的聖殿裡去坐下來，持續宣稱自已正是  神。
II Thessalonians,2,5,難道你們不記得當我還是正在你們那裡的時候，曾習慣把這些事告訴你們嗎？
II Thessalonians,2,6,你們現在也應該知道那位制止者是怎麼樣，是為了在祂自己的時候使那惡者能被顯現出來。
II Thessalonians,2,7,其實，那邪惡之詭秘力量自己已經持續發動；但只是直等到現在那位制止者讓自己能從中間離去了。
II Thessalonians,2,8,且而，那時那不法的人（#v.3）將必會被顯明，主耶穌將必會用自己口中的氣殺掉他，還有主自己將必會用祂來臨之顯現摧毀他（v.8bc啟示文學的圖象）。
II Thessalonians,2,9,那不法者的來臨正是依照撒但之力量，藉著一切能力（重點：彰顯）、以及虛詐的眾神蹟（憑據，參林後12:12）與眾奇事（特質），
II Thessalonians,2,10,並且在那些沉淪的人身上行每一樣不義之詭計；為此，他們沒有接受過真理之愛，好讓他們自己得蒙拯救；
II Thessalonians,2,11,因此，  神持續派遣錯謬之能力予他們，讓他們去相信虛詐的事，
II Thessalonians,2,12,好使（非指結果）一切未曾相信真理；反而，喜愛了不義的人都要被定罪了。
II Thessalonians,2,13,但已蒙主所愛的弟兄們啊！我們自己總是持續應該為你們去感謝  神，因為祂自己從起初）就ⓐ揀選了你們，藉著聖靈成聖的工作和你們對真理之信心，因而得救。
II Thessalonians,2,14,為此，祂也藉著我們所傳的福音ⓑ呼召了你們，好讓ⓒ1你們得著我們主耶穌基督的ⓒ2榮耀（v.13-14「救恩三步曲」：ⓐ揀選→ⓑ呼召→ⓒ得榮耀/得救，參羅8:29-30）。
II Thessalonians,2,15,所以，弟兄們啊！你們務要持續站立得穩，且要不斷抓緊那些你們曾蒙教導的眾傳統教訓，無論由我們的言論，或是由我們的書信所學會的傳授，你們都要持續堅守。
II Thessalonians,2,16,如今，願我們的主耶穌基督和  神我們的父，就是愛過我們，以及藉著恩典把永遠的鼓勵及美好的盼望賞賜了我們的那位，
II Thessalonians,2,17,激勵起你們的心來，並且在每一件善行及良言上堅固了你們的心！
II Thessalonians,3,1,最後，弟兄們啊！請你們持續為我們禱告，為了讓主的道能不斷熱奔廣傳（擬人化）並能一直得榮耀，就像在你們中間一樣，
II Thessalonians,3,2,又是為了讓我們從那些既悖謬又邪惡的人手中能被拯救出來，因為信心不是屬於所有人（#低調說法，參3:7）。
II Thessalonians,3,3,然而，主正是信實的，祂必將親自堅固你們並守護你們脫離那惡者。
II Thessalonians,3,4,而且我們在主裡慣常深信，有關我們持續吩咐你們的那些事，不但你們現正遵行，想必你們將來也照樣繼續遵行。
II Thessalonians,3,5,又願主引導起你們的心（指整個內在生命）來，進入  神的愛以及進到基督的堅忍裡。
II Thessalonians,3,6,如今，弟兄們啊！我們正在奉主耶穌基督的名吩咐你們，要讓自己遠離每一個曠工地（符合當代蒲草紙文獻的用法）過生活的人，以及不按照你們從我們所領受過的傳授（包括言語和書信）而生活的弟兄。
II Thessalonians,3,7,因為你們自己慣常知道正是應該怎樣去效法我們，因我們在你們中間並沒有閒懶過（#低調說法，參3:2），
II Thessalonians,3,8,也沒有白白地吃過從任何人來的食物；反而藉著辛勤和勞碌，一直日以繼夜地作工，以免成為了你們任何一位的負擔。
II Thessalonians,3,9,這並不是我們正在說自己沒有權利，反而為了讓我們能給你們作榜樣，好叫你們去效法我們。
II Thessalonians,3,10,因為甚至當我們到你們那裡的時候，曾經常吩咐你們：若任何人不願意去作工，他也不該食（保羅自創，後成「基督徒格言」）。
II Thessalonians,3,11,因為我們持續聽聞你們中間有人游手好閒地過著生活的人，他們一點都沒有作工；反而一直好管閒事。
II Thessalonians,3,12,如今，我們在主耶穌基督裡持續吩咐且不斷勸戒這樣的好些人（較委婉說法）：要常安份作工，讓他們能持續吃自己的食物。
II Thessalonians,3,13,但至於你們呢、弟兄們啊！你們要持續行善，不要讓自己困倦鬆懈。
II Thessalonians,3,14,不過，若有甚麼人總不聽從我們藉著這書信上的話，你們要一直留意這人，自己不要與他交往，以致讓自覺羞愧起來；
II Thessalonians,3,15,只是你們不要持續視他如同仇敵；反而，你們要不斷勸揀他，好像對待弟兄一樣。
II Thessalonians,3,16,如今，願平安的主、繼續不斷用各樣方法，親自賜平安給你們！主正是與你們所有人同在！
II Thessalonians,3,17,這個問安是以我保羅的手親自問候你們的；這（指保羅親筆寫第17-18這兩節，《帖前》也是在最後兩節）正是我每一封書信的標誌，我正是這樣（指保羅所寫的筆跡）書寫的。
II Thessalonians,3,18,我們主耶穌基督的恩典正是與你們所有人同在。
II Timothy,1,1,我保羅，基督耶穌的一位使徒，奉  神旨意，按照在基督耶穌裡那生命之應許，
II Timothy,1,2,寫信給我親愛的兒子（# 2:1）提摩太：願恩惠、憐憫與平安從父  神和我們的主基督耶穌臨到你！
II Timothy,1,3,我正享有對  神的感謝，就是我從先祖們以來持續用清潔的良心（指內在一種中性判斷的「機件」，非「道德標準/指引」，參提前3:9）事奉的那位；正如我在那些黑夜和白日不住地在禱告中惦念著你。
II Timothy,1,4,我每逢已被觸動想起你那些眾眼淚（參徒20:37背景，可能提摩太在場），就一直渴想再能見到你，為了讓我可以被喜樂充滿起來，
II Timothy,1,5,我已經喚起記憶來了，想到那在你裡面真誠無偽的信心，每一個信心首先存在了在你外祖母羅以和你母親友妮基裡面，如今我已被說服也確實存在你裡面。
II Timothy,1,6,（1:6-18籲提摩太忠於福音）為這原因，我持續提醒你：去重新點燃這個正是  神藉著我的按手在你裡面的恩賜。
II Timothy,1,7,因為  神賜給了我們的聖靈（文理非指「心」，因類似經文用法、#呼應下文v.14「聖靈」等原因）不致使人膽怯；反而使人得著能力與仁愛和健全的頭腦之靈。
II Timothy,1,8,"所以，你不要讓自己以給我們的主作見證羞恥起來，也不要因我這為主作囚徒的感到羞恥（#呼應1:12,16）；反而要按照（較「靠著」可取，參弗3:20）  神的能力，與我為福音同受到苦難。"
II Timothy,1,9,這位拯救了並以聖潔的選召呼召了我們的  神，不是因我們有甚麼好行為；反而是照祂的旨意和恩典，這恩典是祂在萬古時代之前在基督耶穌裡賜給我們的；
II Timothy,1,10,但現在已藉著我們的救主基督耶穌之顯現被顯明出來；祂一方面粉碎了死亡的權勢（即使之「結束/失效」）；但另一方面卻又藉著福音把生命和不朽彰顯出來。
II Timothy,1,11,為這福音，我自己曾蒙指派為一位的報信者與使徒和教師。
II Timothy,1,12,"為這原因，我也持續遭受這些苦難；反而，我總沒有為此而感到羞恥（#呼應1:12,16），因為我慣常知道那位我已深信的是誰，也深信祂正是有能力的去守護到我所信託祂的福音（文理較可能指「福音」，參1:13-14），直到那一日。"
II Timothy,1,13,你要持守著你從我聽到的標準（正是健全的話語），在基督耶穌裡顯出對  神的信心和對人的愛心。
II Timothy,1,14,有關你所領受這美好的福音真理，你要靠著那一直住在我們裡面的聖靈（#呼應v.14「聖靈」）守護起來。
II Timothy,1,15,你慣常知道這事，那些所有（誇張講法）在亞西亞的人都離棄了（指有需要時不在旁，非背道）我，正是包括腓吉路和黑摩其尼。
II Timothy,1,16,"願主賜下憐憫給阿尼色弗一家；因為他屢次令我精神快慰起來，而且沒有因我的鎖鍊而感到羞恥（#呼應1:8,12）；"
II Timothy,1,17,反而，當他已經到羅馬的時候，曾竭盡全力地尋找我，並且找著了；
II Timothy,1,18,願主使他在那一日可以得到從主賜下來的憐憫！還有，他在以弗所完滿履行了所有的服事，你自己是一直最清楚知道的。
II Timothy,2,1,所以你，我兒啊（# 1:2）！你總要靠著基督耶穌裡的恩典得能力而剛強。
II Timothy,2,2,而且，你在許多見證人面前從我所聽見了的，你自己要把這些教導傳遞出去給任何一位既是忠信可靠的，而使他們自己也是在將來有充分的能力去教導別人的人（即「四代的教義傳承」）。
II Timothy,2,3,你作為基督耶穌的一位忠勇的鬥士，要準備好與我一同經歷苦難。
II Timothy,2,4,凡服役的士兵，沒有一位讓自己被糾纏於那些人生事務，為了讓那徵召了他當兵的人可以喜悅起來。
II Timothy,2,5,"而且，如果有運動員去參加競賽，除非按規則地（對信徒，可能指「操練身體,參提前4:7和願受苦,參3:12」）去競逐，否則也無人可以獲得冠晃。"
II Timothy,2,6,辛勞工作的農夫，正是應當第一個能分享自己那份果實的人。
II Timothy,2,7,你要持續思考我正在跟你說的這些話；因為主必將在所有的事上賜給你領悟力。
II Timothy,2,8,你慣常要記住耶穌基督，祂已從眾死人中被復活了（第一個理由的重點），又是出於大衛之一位後裔，正是合乎我所傳的福音。
II Timothy,2,9,我為了這福音一直遭受苦難，甚至到了像一個罪犯那種受苦的程度；相反，  神的話卻未曾受過捆綁。
II Timothy,2,10,為這緣故，我為了蒙選召的人堅忍著這一所有的事，為了讓他們自己也可以得著那在基督耶穌裡的救恩和永遠的榮耀。
II Timothy,2,11,這話是值得信賴的：因為若我們曾與基督同死，我們也（「也」字強調應許一定應驗）將必會與祂同活（同時暗示信徒現今是與基督聯合著而活的）；
II Timothy,2,12,我們若持續堅忍到底，我們也將必會與祂一同掌王權；我們若將來不認祂，而祂也將必不會認我們；
II Timothy,2,13,我們若持續不信，這位主基督仍然是信實可靠的，因為祂正是不能去違背自己。
II Timothy,2,14,（2:14-26迎接反對者的挑戰）你要持續提醒他們這些事，在主面前不斷勸戒他們，不可去為空洞的事爭論；因為爭辯只會對聽見的人造成傷害，連絲毫的益處都沒有。
II Timothy,2,15,"你當竭力起來去呈獻出你自己給  神，成為那一位被試驗為值得嘉許的、無愧的及持續簡單直接地剖析（原文複合字動詞ὀρθοτομοῦντα指「抄直路到目的地+切割」（參馮蔭坤，《提摩太後書註釋》（香港：基道，2021），頁249-252；希英新約詞典BAGD 580a, BDAG 722a(s.v.); C.f. NJB ‘..keeps…on a straight path. ’ ），就正是嚴正相對於假教師「扭曲不正方式」的直接迴響；卻不是籠統的「按著正意/正確講解」）真理之道的工人。"
II Timothy,2,16,然後至於不敬虔的空談，你自己總要遠避；因為這些空談將必會促使人進到更加不敬虔的地步。
II Timothy,2,17,而且，他們的言論如同一個毒瘡將必會有蔓延；許米乃和腓理徒正是在這些人當中。
II Timothy,2,18,這種人他們偏離了真理，他們持續說復活的事已經成了過去，因而他們一直破壞有些人的信仰。
II Timothy,2,19,然而，  神堅固的根基（提喻法指「真教會」）總是屹立不移，上面有著這個印記說：『主認得那些正屬於祂的人。（民16:5「可拉事件」）』又說：『每一個稱為屬於主名的都當遠離不義（不義包括「不道德的教導、行為和謬誤」）而去。（民16:26「可拉事件」，詩97:10，參提後v.18a）』
II Timothy,2,20,在富戶大豪宅裡，不單正是只有金器和銀器，但也有木器和瓦器；而且有用作尊貴的；但也有用於粗賤的。
II Timothy,2,21,所以，人若能潔淨了自己脫離這些卑賤的事，他將必會成為貴重的器皿，已蒙尊被分別為聖（不是「潔淨無瑕」），合乎主用，已蒙預備好為要去行出每一樣善事。
II Timothy,2,22,你慣常要逃避年輕人的私慾（指「年輕人剛愎自用等性情方面」），而你要持續同那些用清潔的心自己不斷呼求主的人追求著公義、信心、愛心與和平。
II Timothy,2,23,但是，你總要拒絕參與那些愚拙及無知的眾辯論，因為總知道這些事只會一直導致不少爭鬥。
II Timothy,2,24,而且，主的僕人正是不應該去爭辯；相反，正是應以溫和的心對待所有人，善於教導，寬容恆耐（特指「強勁忍耐力，面對困迫心情仍平和」），
II Timothy,2,25,並持續以溫柔的態度勸導那些反對的人；祈願  神也許會賜給他們一個悔改的心，進入真理之認識，
II Timothy,2,26,且讓他們這些已被魔鬼擄去順從牠那個意思的人，可以從魔鬼的網羅中醒悟過來。
II Timothy,3,1,但這一點你總要知道：在最後的眾日子裡本身將必會有眾艱難的時期來到；
II Timothy,3,2,因為人們自己將必會是自私只愛己（原文有這兩個意思）、貪愛錢財、一味自我吹噓、狂傲、誹謗褻瀆、忤逆父母、忘恩負義、心不虔聖、
II Timothy,3,3,無親情、難以和解、誹謗別人、不自制、野橫粗魯、厭惡公益、
II Timothy,3,4,背信賣友、魯莽衝動、已蒙蔽於驕傲自負而膨脹，喜愛享樂而卻不（原文連接詞在此較可能是「對立」的意思，參徒4:19）愛  神，
II Timothy,3,5,他們一直徒有敬虔之形式；
II Timothy,3,5,但卻已背棄敬虔的實質。
II Timothy,3,5,而你自己總要遠避這等人。
II Timothy,3,6,因為他們當中有些人總是潛入那些別人的家裡，又一直操控容易受誘騙的眾婦女。這些婦女們已被眾罪惡堆壓，又被各式各樣的眾惡慾牽引著。
II Timothy,3,7,雖然她們時常想要學習新資訊，卻總是永遠不能去達到真理之認識。
II Timothy,3,8,就如從前雅尼和佯庇（埃及的兩個術士，參出7:11）曾如何反對摩西，這些假教師現在也怎樣不斷敵擋真理；他們的心智已被敗壞，在信心上經不起考驗。
II Timothy,3,9,"反而，他們將不會再有多大進展；因為他們的愚昧在所有人面前將必會是顯露無遺，也像那兩個人的愚妄暴露出來一樣（參出7:12, 8:18-19, 9:11）。"
II Timothy,3,10,至於你呢、你跟從了我的教訓、品行、志向、信心、寬容、愛心與忍耐，
II Timothy,3,11,以及我在安提阿、以哥念與路司得遭受了那些眾迫害和眾苦難（原文複數名詞表達保羅「最想要強調」的實在事件）——我忍受了何等的迫害啊！你都非常清楚；然而，主卻從所有的困厄中拯救了我。
II Timothy,3,12,的確，所有持續渴想在基督耶穌裡得以敬虔地去過生活的人，都將必會遭受迫害。
II Timothy,3,13,但是那些惡人，就是騙子們的光景必每況愈下，他們一直騙人，也總必被人騙。
II Timothy,3,14,至於你呢、你要一直堅持那些所學到和確信過的，因為你慣常知道你是由那些人學會的。
II Timothy,3,15,而且因你自己從小已經認識那些神聖的眾著作（僅只舊約），就是ⓐ持續能使你可以得到智慧的，ⓑ指引你藉著在基督耶穌裡的信心，ⓒ而獲得救恩那本書（明白聖經三個元素：目標、方法、結果）。
II Timothy,3,16,整本聖經（指v.15比上更廣的範圍）都是  神賦予人靈感而寫下的，並且有益於教導真理、責備、糾正及訓練人行正確公義的事（《新希詞典》解釋）等各方面，
II Timothy,3,17,為了讓屬  神的人能享有足以勝任的能力，已蒙裝備好對準去行每一件善事。
II Timothy,4,1,我總是在  神和這位將必會去審判活人和死人的耶穌基督面前，鑑於既是祂的顯現也因祂的國度，嚴正地囑咐你：
II Timothy,4,2,你務要宣講出福音真道來，無論方便與否（較可能對聽者而言，參下面v.3-4；參帖前2:2「保羅的榜樣」），都要作好準備；你要用每一種的忍耐和教導作出叫人知罪、責備與勸勉的服侍。
II Timothy,4,3,因為時候將來到，那時人將必不能忍受健全的教導；反而按照自己的慾望，將為自己累積好些教師，讓自己的耳朵被發癢。
II Timothy,4,4,而且，一方面他們將必把那些真理轉離於自己的耳朵外；但另一方面卻將必被迷失而趨向於那些無稽的傳說。
II Timothy,4,5,至於你呢、你總要在所有事上自制、忍受苦難起來、作好傳福音之工作以及要充分履行好自己的職分。
II Timothy,4,6,至於我呢、因為我現在已經正被澆奠，且我離世之那時候已到了。
II Timothy,4,7,這場美好的搏鬥（指「生命的搏鬥」(提前4:8)，原文不是指「仗/戰爭」）我已經搏鬥過，我職事的這個路程我已經完成，神這個任命我已忠守了；
II Timothy,4,8,從今以後，有公義之這冠冕為我繼續存留，就是這位主、公義之審判者，在那一天將必會賞報給我的；但不單只是賞賜我，甚至也賞給所有那些曾渴慕過祂顯現的人。
II Timothy,4,9,你要竭力設法儘快來到我這裡；
II Timothy,4,10,因為底馬已轉去愛上了現今的世界（底馬靈性倒退、因價值觀問題而偏歪，參西4:14問候語作為同工所矚目「光禿禿的介紹」），就離棄了我，而且去到了帖撒羅尼迦，革勒士到加拉太，提多到撻馬太去了。
II Timothy,4,11,單單只有路加仍然與我在一起。你正是要帶著馬可同你自己一起來，因為他在聖工上正是於我有益的。
II Timothy,4,12,至於推基古呢、我也差派了他到以弗所去。
II Timothy,4,13,我曾習慣留在特羅亞於加布那裡的那件外衣，你正來的時候要帶來，還有那些眾，特別是那些眾羊皮卷。
II Timothy,4,14,那個金屬工人亞歷山大他自己對我顯出許多惡事；主將必會按照他那些所作所為報應他。
II Timothy,4,15,你自己也要提防這個人，因為他曾極力地反對我們那些眾話語。
II Timothy,4,16,在我第一次申辯裡，沒有一個人前來幫助過我；反而，那時所有人都曾習慣離棄我。願這事不被算下來在他們的記帳！
II Timothy,4,17,然而，主卻到來幫助了我及堅固了我，而我也是從獅子口裡蒙救了出來（比喻講法，或指初訊時暫時逃過一劫，也可能為詩22:21a的回響），為了讓福音的宣講藉著我而能被完成，且讓所有外邦人都可以聽得見。
II Timothy,4,18,主將必會救我脫離每一樣邪惡的行為，也將必會救我進入祂的天國。榮耀正是屬乎祂，直到永永遠遠。阿們！
II Timothy,4,19,請你問候過百基拉與亞居拉，以及阿尼色弗一家。
II Timothy,4,20,以拉都留了下來住在哥林多；但我需要把那時正在生病的特羅非摩留下在米利都。
II Timothy,4,21,你要竭力安排好在冬天之前可以來到。友布羅一直問候你，還有布田及利奴和革老底亞以及所有兄弟們。
II Timothy,4,22,願主與你同在！願祂的恩惠與你們眾人同在（保羅書信惟一的「雙重祝福」作結）！
Titus,1,1,保羅，  神的僕人和耶穌基督的使徒，為要助長  神選民之信心，去信從並認識合乎虔敬的真理，
Titus,1,2,這真理是以盼望永恆的生命為根據的，這永生是可信無謊言的  神在亙古之前所應許了的；
Titus,1,3,而到了祂自己所定的時候，  神藉著福音的宣講顯明了祂的道；我自己就按著  神我們救主的命令，曾受託負起這宣講的工作，
Titus,1,4,願恩惠和平安從父  神並我們的救主基督耶穌歸與提多，就是在照著共同的信仰上作我真兒子的。
Titus,1,5,為了這個緣故，我之前留你在克里特，為了（提多兩項任務：#1）讓你把持續缺欠遺漏的事附加修正，並讓你照我自己曾吩咐你的，（任務：#2）在每一個城鎮任命出長老們來：
Titus,1,6,若有人正是①無可指摘的（第1項為覆蓋詞，引進各種品格行為的要求，參提前3:10），②只作一個婦人的丈夫；③他正享有忠誠的兒女們，他們沒有牽涉生活揮霍無度之控告，也沒有放蕩不被拘束（第2至第3項兩項為長老家庭生活的條件），就可以作任命（v.5-6為提多上島的責任）。
Titus,1,7,"因為監督（與「長老」一詞互通，參徒20:17, 28）正是必須①無可指責的，如同  神的管家，④不任性自大、⑤不易發怒、⑥不沉迷於酒、⑦非愛吵架的人和⑧不貪不義之財（第4至第8項為五項個人品格的「負面描述」），"
Titus,1,8,反而，⑨樂意款待客旅、⑩喜愛良善、⑪慎重節制、⑫公正不阿、⑬聖潔以及⑭自制（第9至第14項為六項個人品格的「正面描述」），
Titus,1,9,他⑮慣常堅守那可靠、符合教義之道，為了讓他能夠用健全的教導去勸勉人，又能折服那些一直反對的人（第15為監督在教會的職能）。③④⑤⑥⑦⑧⑨⑩
Titus,1,10,因為正在有許多人甚至是ⓐ叛道的，是ⓑ說虛妄話的ⓒ欺騙者（敵對者三個特色），尤其是出於那些受過割禮的人。
Titus,1,11,（方法：#1）你正是必須堵住這些人的嘴巴；他們自己為了可恥之利，把那些正是不應該的歪理一直教導人，持續破壞眾人的整個家庭。
Titus,1,12,他們當中的一個人，他們自己的先知曾說：「克里特人常說謊者，眾邪惡的野獸，懶惰貪享口腹之輩。」
Titus,1,13,這見證正是真實的。
Titus,1,13,為了這緣故，（方法：#2）你要持續嚴緊縝密地責備他們，為了讓他們可以一直在信仰上健全。
Titus,1,14,（方法：#3）不要一直密切留意猶太人的無稽傳說和不斷離棄真理之人的規條。
Titus,1,15,所有都是潔淨的（參羅14:20），對應於潔淨的人；但對於那些污穢的，就是眾不信的人，卻沒有一樣是潔淨的，事實上，他們的心思和良心都已經被污穢。
Titus,1,16,他們一直聲稱一直認識　神，但他們在行為上卻不斷違背（與2:11同詞）祂的要求；他們正是可憎的與悖逆的，以及在每一件善行上都是經不起考驗的。
Titus,2,1,至於你，你卻要持續宣揚那些與健全（#v.2）教導相符的行為。
Titus,2,2,勸ⓐ眾老年男人正要勿嗜酒、配受敬重、慎重節制，在信心、愛心和堅忍（涉及盼望，參林前13:13）上都正要健全（#v.2）。
Titus,2,3,同樣，勸ⓑ老年婦女要在行為舉止上虔敬，不毀謗別人，勿被許多的酒所奴役起來，教導人美善的事（非「用善道教導人/作好榜樣」之意），
Titus,2,4,為了讓他們能善導年輕婦女正是要愛自己的丈夫和兒女們，
Titus,2,5,慎重節制、貞潔、持家有道、良善，持續順服於自己的丈夫，免得讓  神的道不斷被人褻瀆。
Titus,2,6,同樣，勸ⓒ年輕人，你要持續勸勉他們要慎重節制。
Titus,2,7,你在每件事上要慣常顯出你自己好行為的榜樣，在教導上要正直，要莊重，
Titus,2,8,言語要健全，無可指摘，為了讓敵對的人無任何事可以說我們的壞話，就自覺蒙羞了。
Titus,2,9,勸ⓓ作奴僕的要在一切事上可以持續順服自己的主人們，正是可以討他們喜歡，正是不要頂撞他們，
Titus,2,10,勿擅取財物，反而他們自己要在每所有事上持續顯出是完全誠實可靠，為了讓他們在每一件事上都可以使有關  神我們救主的教義（參2:1）受人尊崇。
Titus,2,11,因為  神給所有人帶來拯救的恩典已經被顯明出來了（#3:4），
Titus,2,12,這恩典正在教導我們，好使我們擯棄了（與1:16同詞）那不敬虔的心和那些屬世的私慾，讓我們可以在現今這世代自律、正直、敬虔地生活起來，
Titus,2,13,持續期待那福樂之盼望，就是我們偉大的  神和救主——耶穌基督的榮耀之顯現；
Titus,2,14,耶穌基督為我們的緣故獻上了自己，為了讓他能親自救贖出我們脫離每一樣的罪來，並讓屬他自己的子民得到潔淨，作善行的熱心者。
Titus,2,15,你要持續充分地運用你的職權講明這些事，你也要不斷勸勉人和使那些反對你的人認識自己的錯誤；你總不要容讓任何人一直輕看你。
Titus,3,1,你要持續提醒ⓔ信徒，要不住順服於眾執政者、眾掌權者，去聽從他們，正是要準備好做每一樣的善事；
Titus,3,2,不要在任何事上毀謗人，不要好鬥，要寬容謙讓（非「溫柔」之意），你們自己要持續對ⓔ所有人顯出每一份溫柔（非「謙卑」之意）。
Titus,3,3,因為我們自己曾習慣也是愚蠢、悖逆、常被迷惑的，持續作各式各樣私慾和享樂的奴役（比喻用法，完全負面的意思），一直在惡毒和嫉妒中度日，可憎的，又是常彼此恨惡的。
Titus,3,4,但當到了  神我們救主的恩慈和慈愛被顯明了（#2:11）的時候，
Titus,3,5,祂拯救了我們，不是因為我們生活在義中的眾行為，反而是按著他自己的憐憫，藉著聖靈以重生和更新為特色的洗禮（按原文文法，是指一件事，而非指「由洗作成的重生和更新」兩件事的意思）；
Titus,3,6,這聖靈是祂藉著耶穌基督我們的救主豐富地傾注了在我們身上，（至此，這一段父子聖靈都先後同時出現）
Titus,3,7,為了我們靠著祂的恩典已蒙稱為義，便可以憑著永生之盼望成為了  神的眾後嗣。
Titus,3,8,這話（指v.4-7）是可信的；再者關於這些事（指v.1-7的內容），我持續願意你們自己去堅持，為了那些自己已相信  神的人能持續專心至志（併合兩個動詞指「認真做事的態度」）於那些眾善行。這些事正是美好的，而且是對眾人有益的。
Titus,3,9,但ⓐ愚蠢的辯論與ⓑ家譜和ⓒ紛爭以及關乎ⓓ律法的爭論（四個項目），（方法：#4）你自己總要避開，因為這些都正是無益而毫無價值的。
Titus,3,10,拉幫結派的人，在一兩次的勸告之後，你正是要拒絕跟他交往；
Titus,3,11,因為你慣常知道，這樣的人已經墮落，且持續犯罪，正是被自己的行為定罪了。
Titus,3,12,當我能派出亞提馬或推基古到你那裡去的時候，你要竭力設法往尼哥波立去見我，因為我已經決定要在那裡過冬。
Titus,3,13,你要盡一切努力給西納律師和亞波羅送行，為了讓你能使他們沒有任何缺乏。
Titus,3,14,而我們的人也要持續學習自己去從事行善（重覆3:8完全相同的用字），幫助那些有迫切需要的人們，免得讓他們自己成為不結果子的人。
Titus,3,15,所有與我在一起的人都正在問候你。請代我問候過那些因同一信仰一直愛我們的人之安。這恩典正是  神與你們所有人同在！
Philemon,1,1,保羅，基督耶穌的一位囚徒（遊說策略第一步），和提摩太這位弟兄寫信給我們親愛的，又一同作工的腓利門（意：「友誼」），
Philemon,1,2,及我們的姊妹（好可能是腓利門之妻）亞腓亞和我們的戰友亞基布，以及這間在你家裡的教會。
Philemon,1,3,願恩惠與平安從  神我們的父和主耶穌基督臨到你們！
Philemon,1,4,我自己在那些禱告中正在提說你的時候，總是不住感謝我的  神，
Philemon,1,5,因為我持續聽見你正享有對主耶穌的信心和對所有聖徒們的愛心。
Philemon,1,6,我願  神讓你與眾人共同持守的信心可以產生出功效來，為了要領我們到基督那裡，使你認識在我們裡面每一件美善的事。
Philemon,1,7,我的弟兄啊（v.20）！事實上，我從你的愛心獲得了很大的喜樂和鼓勵，因為那些聖徒們的心已經藉著你得到寬暢（v.20）。
Philemon,1,8,為此，我雖然在基督裡正擁有很大的膽量去吩咐你這合宜的事；
Philemon,1,9,但我寧可（讓步法）因你的愛心請求著你，也正如我保羅，正是這樣的一位老人家，現在我又是基督耶穌的一位囚徒（凸顯「三理據」）；
Philemon,1,10,我正求你，就是為了我的兒子阿尼西謀（意：「有益處」），就是那位我在那些鎖鏈中所生下來的（男性圖象），
Philemon,1,11,那位從前對你是沒有用的；但現在不但對你、而且於我確實都很有益處（原文為「文字遊戲」），
